adv_id,potion_id,class,level,avg_phys,avg_magic,red,green,blue,raw_pref,enjoyment,random_0,random_1,random_2,random_3,random_4,random_5,random_6,random_7,random_8,random_9,avg_phys_squared,phys_var1,phys_var2
0,52,Wizard,1,3,12,16,66,18,0.18,0.0,24.48918538034762,13.95379285251439,10.24951761715075,74.06677446676758,54.53665337483498,59.049251244903964,3.1782679481783593,9.369523986159244,23.266089339073957,60.201872904998034,9,5,2
0,66,Wizard,1,3,12,33,30,37,0.37,0.0,24.48918538034762,13.95379285251439,10.24951761715075,74.06677446676758,54.53665337483498,59.049251244903964,3.1782679481783593,9.369523986159244,23.266089339073957,60.201872904998034,9,5,2
0,69,Wizard,1,3,12,11,38,51,0.51,9e-06,24.48918538034762,13.95379285251439,10.24951761715075,74.06677446676758,54.53665337483498,59.049251244903964,3.1782679481783593,9.369523986159244,23.266089339073957,60.201872904998034,9,5,2
0,89,Wizard,1,3,12,7,51,42,0.42,0.0,24.48918538034762,13.95379285251439,10.24951761715075,74.06677446676758,54.53665337483498,59.049251244903964,3.1782679481783593,9.369523986159244,23.266089339073957,60.201872904998034,9,5,2
0,14,Wizard,1,3,12,19,29,52,0.52,1.4e-05,24.48918538034762,13.95379285251439,10.24951761715075,74.06677446676758,54.53665337483498,59.049251244903964,3.1782679481783593,9.369523986159244,23.266089339073957,60.201872904998034,9,5,2
0,22,Wizard,1,3,12,6,68,26,0.26,0.0,24.48918538034762,13.95379285251439,10.24951761715075,74.06677446676758,54.53665337483498,59.049251244903964,3.1782679481783593,9.369523986159244,23.266089339073957,60.201872904998034,9,5,2
0,48,Wizard,1,3,12,5,50,45,0.45,1e-06,24.48918538034762,13.95379285251439,10.24951761715075,74.06677446676758,54.53665337483498,59.049251244903964,3.1782679481783593,9.369523986159244,23.266089339073957,60.201872904998034,9,5,2
0,28,Wizard,1,3,12,74,9,17,0.17,0.0,24.48918538034762,13.95379285251439,10.24951761715075,74.06677446676758,54.53665337483498,59.049251244903964,3.1782679481783593,9.369523986159244,23.266089339073957,60.201872904998034,9,5,2
0,37,Wizard,1,3,12,10,6,84,0.84,0.832018,24.48918538034762,13.95379285251439,10.24951761715075,74.06677446676758,54.53665337483498,59.049251244903964,3.1782679481783593,9.369523986159244,23.266089339073957,60.201872904998034,9,5,2
0,3,Wizard,1,3,12,47,38,15,0.15,0.0,24.48918538034762,13.95379285251439,10.24951761715075,74.06677446676758,54.53665337483498,59.049251244903964,3.1782679481783593,9.369523986159244,23.266089339073957,60.201872904998034,9,5,2
1,28,Paladin,18,28,11,74,9,17,0.34,0.0,69.81393949882269,34.02505165179919,15.547949981178155,95.72130722067811,33.65945451126267,9.27458433801479,9.6716376833464,84.74943663474598,60.37260313668911,80.71282732743802,784,29,30
1,14,Paladin,18,28,11,19,29,52,0.38,0.0,69.81393949882269,34.02505165179919,15.547949981178155,95.72130722067811,33.65945451126267,9.27458433801479,9.6716376833464,84.74943663474598,60.37260313668911,80.71282732743802,784,29,30
1,72,Paladin,18,28,11,26,60,14,0.28,0.0,69.81393949882269,34.02505165179919,15.547949981178155,95.72130722067811,33.65945451126267,9.27458433801479,9.6716376833464,84.74943663474598,60.37260313668911,80.71282732743802,784,29,30
1,1,Paladin,18,28,11,89,8,3,0.06,0.0,69.81393949882269,34.02505165179919,15.547949981178155,95.72130722067811,33.65945451126267,9.27458433801479,9.6716376833464,84.74943663474598,60.37260313668911,80.71282732743802,784,29,30
1,12,Paladin,18,28,11,7,15,78,0.14,0.0,69.81393949882269,34.02505165179919,15.547949981178155,95.72130722067811,33.65945451126267,9.27458433801479,9.6716376833464,84.74943663474598,60.37260313668911,80.71282732743802,784,29,30
1,20,Paladin,18,28,11,23,50,27,0.46,1e-06,69.81393949882269,34.02505165179919,15.547949981178155,95.72130722067811,33.65945451126267,9.27458433801479,9.6716376833464,84.74943663474598,60.37260313668911,80.71282732743802,784,29,30
1,99,Paladin,18,28,11,19,31,50,0.38,0.0,69.81393949882269,34.02505165179919,15.547949981178155,95.72130722067811,33.65945451126267,9.27458433801479,9.6716376833464,84.74943663474598,60.37260313668911,80.71282732743802,784,29,30
1,65,Paladin,18,28,11,68,23,9,0.18,0.0,69.81393949882269,34.02505165179919,15.547949981178155,95.72130722067811,33.65945451126267,9.27458433801479,9.6716376833464,84.74943663474598,60.37260313668911,80.71282732743802,784,29,30
1,88,Paladin,18,28,11,28,21,51,0.56,6.8e-05,69.81393949882269,34.02505165179919,15.547949981178155,95.72130722067811,33.65945451126267,9.27458433801479,9.6716376833464,84.74943663474598,60.37260313668911,80.71282732743802,784,29,30
1,38,Paladin,18,28,11,40,59,1,0.02,0.0,69.81393949882269,34.02505165179919,15.547949981178155,95.72130722067811,33.65945451126267,9.27458433801479,9.6716376833464,84.74943663474598,60.37260313668911,80.71282732743802,784,29,30
2,88,Fighter,13,22,3,28,21,51,0.28,0.0,4.5824383655662215,22.789827565154685,28.938796360210716,7.9791976923627495,23.27908863610302,10.100142940972912,27.79736031100921,63.56844442644002,36.48321789700842,37.018096711688266,484,21,22
2,81,Fighter,13,22,3,24,76,0,0.24,0.0,4.5824383655662215,22.789827565154685,28.938796360210716,7.9791976923627495,23.27908863610302,10.100142940972912,27.79736031100921,63.56844442644002,36.48321789700842,37.018096711688266,484,21,22
2,48,Fighter,13,22,3,5,50,45,0.05,0.0,4.5824383655662215,22.789827565154685,28.938796360210716,7.9791976923627495,23.27908863610302,10.100142940972912,27.79736031100921,63.56844442644002,36.48321789700842,37.018096711688266,484,21,22
2,75,Fighter,13,22,3,33,18,49,0.33,0.0,4.5824383655662215,22.789827565154685,28.938796360210716,7.9791976923627495,23.27908863610302,10.100142940972912,27.79736031100921,63.56844442644002,36.48321789700842,37.018096711688266,484,21,22
2,51,Fighter,13,22,3,10,35,55,0.1,0.0,4.5824383655662215,22.789827565154685,28.938796360210716,7.9791976923627495,23.27908863610302,10.100142940972912,27.79736031100921,63.56844442644002,36.48321789700842,37.018096711688266,484,21,22
2,98,Fighter,13,22,3,57,40,3,0.57,0.000101,4.5824383655662215,22.789827565154685,28.938796360210716,7.9791976923627495,23.27908863610302,10.100142940972912,27.79736031100921,63.56844442644002,36.48321789700842,37.018096711688266,484,21,22
2,85,Fighter,13,22,3,28,16,56,0.28,0.0,4.5824383655662215,22.789827565154685,28.938796360210716,7.9791976923627495,23.27908863610302,10.100142940972912,27.79736031100921,63.56844442644002,36.48321789700842,37.018096711688266,484,21,22
2,41,Fighter,13,22,3,23,70,7,0.23,0.0,4.5824383655662215,22.789827565154685,28.938796360210716,7.9791976923627495,23.27908863610302,10.100142940972912,27.79736031100921,63.56844442644002,36.48321789700842,37.018096711688266,484,21,22
2,45,Fighter,13,22,3,38,25,37,0.38,0.0,4.5824383655662215,22.789827565154685,28.938796360210716,7.9791976923627495,23.27908863610302,10.100142940972912,27.79736031100921,63.56844442644002,36.48321789700842,37.018096711688266,484,21,22
2,9,Fighter,13,22,3,47,32,21,0.47,2e-06,4.5824383655662215,22.789827565154685,28.938796360210716,7.9791976923627495,23.27908863610302,10.100142940972912,27.79736031100921,63.56844442644002,36.48321789700842,37.018096711688266,484,21,22
3,43,Paladin,3,6,5,9,61,30,0.18,0.0,72.91267979503492,16.34024937619284,37.94554417576478,98.95233506365952,63.999975985409286,55.694974377464625,68.46142509898746,84.28519201898096,77.59999115462448,22.904807196410438,36,4,6
3,36,Paladin,3,6,5,21,35,44,0.42,0.0,72.91267979503492,16.34024937619284,37.94554417576478,98.95233506365952,63.999975985409286,55.694974377464625,68.46142509898746,84.28519201898096,77.59999115462448,22.904807196410438,36,4,6
3,79,Paladin,3,6,5,6,17,77,0.12,0.0,72.91267979503492,16.34024937619284,37.94554417576478,98.95233506365952,63.999975985409286,55.694974377464625,68.46142509898746,84.28519201898096,77.59999115462448,22.904807196410438,36,4,6
3,20,Paladin,3,6,5,23,50,27,0.46,1e-06,72.91267979503492,16.34024937619284,37.94554417576478,98.95233506365952,63.999975985409286,55.694974377464625,68.46142509898746,84.28519201898096,77.59999115462448,22.904807196410438,36,4,6
3,14,Paladin,3,6,5,19,29,52,0.38,0.0,72.91267979503492,16.34024937619284,37.94554417576478,98.95233506365952,63.999975985409286,55.694974377464625,68.46142509898746,84.28519201898096,77.59999115462448,22.904807196410438,36,4,6
3,65,Paladin,3,6,5,68,23,9,0.18,0.0,72.91267979503492,16.34024937619284,37.94554417576478,98.95233506365952,63.999975985409286,55.694974377464625,68.46142509898746,84.28519201898096,77.59999115462448,22.904807196410438,36,4,6
3,8,Paladin,3,6,5,55,18,27,0.54,3e-05,72.91267979503492,16.34024937619284,37.94554417576478,98.95233506365952,63.999975985409286,55.694974377464625,68.46142509898746,84.28519201898096,77.59999115462448,22.904807196410438,36,4,6
3,75,Paladin,3,6,5,33,18,49,0.66,0.003684,72.91267979503492,16.34024937619284,37.94554417576478,98.95233506365952,63.999975985409286,55.694974377464625,68.46142509898746,84.28519201898096,77.59999115462448,22.904807196410438,36,4,6
3,12,Paladin,3,6,5,7,15,78,0.14,0.0,72.91267979503492,16.34024937619284,37.94554417576478,98.95233506365952,63.999975985409286,55.694974377464625,68.46142509898746,84.28519201898096,77.59999115462448,22.904807196410438,36,4,6
3,34,Paladin,3,6,5,42,25,33,0.66,0.003684,72.91267979503492,16.34024937619284,37.94554417576478,98.95233506365952,63.999975985409286,55.694974377464625,68.46142509898746,84.28519201898096,77.59999115462448,22.904807196410438,36,4,6
4,40,Wizard,3,3,4,34,13,53,0.53,2e-05,21.26265440541406,49.92312594922773,88.46831538867025,64.28518702004243,14.287159044206266,13.963031952550631,74.49889820916066,53.89772896672904,74.70138116522578,42.84338272945797,9,5,4
4,13,Wizard,3,3,4,13,2,85,0.85,0.880797,21.26265440541406,49.92312594922773,88.46831538867025,64.28518702004243,14.287159044206266,13.963031952550631,74.49889820916066,53.89772896672904,74.70138116522578,42.84338272945797,9,5,4
